Customer Name,Customer Segment,Customer State,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,Zip Code,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Sally Hughsby,Consumer,Maryland,24/03/2009 12:00:00 SA,7619,Not Specified,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,South,1040,25/03/2009 12:00:00 SA,Regular Air,21230,"0,02",1,8,"0,45",($24),$142,"1,99","17,48"
Christy Brittain,Consumer,Georgia,20/01/2010 12:00:00 SA,36196,Not Specified,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,South,5080,22/01/2010 12:00:00 SA,Regular Air,30002,"0,07",1,7,"0,64",($38),$39,"4,32","4,98"
Cyra Reiten,Consumer,Virginia,19/03/2011 12:00:00 SA,25476,Not Specified,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,South,3575,21/03/2011 12:00:00 SA,Regular Air,23018,"0,09",1,21,"0,43",$138,$677,"1,99","35,41"
Larry Blacks,Consumer,Florida,02/05/2008 12:00:00 SA,49504,Not Specified,Technology,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Computer Peripherals,South,6935,02/05/2008 12:00:00 SA,Regular Air,32119,"0,1",1,45,"0,69",($196),$319,"5,53","7,37"
Grace Kelly,Consumer,Virginia,25/05/2010 12:00:00 SA,12130,Not Specified,Technology,Wrap Bag,Accessory41,Telephones and Communication,South,1683,28/05/2010 12:00:00 SA,Regular Air,23664,"0,05",1,42,"0,38",$444,$1.275,"5,99","35,99"
Jenna Caffey,Consumer,Washington,20/05/2009 12:00:00 SA,27746,Critical,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,West,3884,20/05/2009 12:00:00 SA,Regular Air,98103,"0,04",1,3,"0,36",($1.573),$1.541,"24,49","499,99"
Tony Chapman,Consumer,New Mexico,26/06/2009 12:00:00 SA,41895,Critical,Technology,Large Box,Maytag White Stackable Dryer,Copiers and Fax,West,5910,28/06/2009 12:00:00 SA,Regular Air,87537,"0,05",1,8,"0,37",($392),$27.664,"24,49","3499,99"
Ed Braxton,Consumer,Arizona,23/04/2010 12:00:00 SA,43459,Critical,Technology,Large Box,Polycom ViaVideo™ Desktop Video Communications Unit,Office Machines,West,6136,24/04/2010 12:00:00 SA,Regular Air,86504,"0,05",1,26,"0,37",$6.441,$13.906,"24,49","574,74"
Nicole Brennan,Consumer,California,01/03/2011 12:00:00 SA,26021,Critical,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,West,3640,03/03/2011 12:00:00 SA,Regular Air,95503,0,1,17,"0,58",($8),$329,"4,81","20,99"
Vivian Mathis,Consumer,Idaho,31/08/2010 12:00:00 SA,4515,Critical,Technology,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Office Machines,West,641,01/09/2010 12:00:00 SA,Regular Air,83877,"0,02",1,7,"0,36",$49,$888,"7,11","120,97"
Justin Hirsh,Consumer,Arizona,17/01/2010 12:00:00 SA,51494,Critical,Technology,Medium Box,TI 30X Scientific Calculator,Office Machines,West,7218,19/01/2010 12:00:00 SA,Regular Air,85233,"0,06",1,42,"0,36",$13,$494,"5,99","11,99"
Jim Kriz,Consumer,California,09/10/2010 12:00:00 SA,25478,Critical,Technology,Small Box,6162m,Telephones and Communication,West,3576,09/10/2010 12:00:00 SA,Regular Air,90835,"0,01",1,47,"0,57",$1.579,$4.725,"2,5","115,99"
Julia Dunbar,Consumer,New Mexico,05/01/2008 12:00:00 SA,42310,Critical,Technology,Small Box,TimeportP7382,Telephones and Communication,West,5966,06/01/2008 12:00:00 SA,Regular Air,88044,"0,04",1,20,"0,56",$394,$3.362,"8,99","205,99"
Tanja Norvell,Consumer,Utah,04/04/2008 12:00:00 SA,28614,Critical,Technology,Small Box,Gyration RF Keyboard,Computer Peripherals,West,4010,06/04/2008 12:00:00 SA,Regular Air,84631,"0,05",1,50,"0,49",$2.993,$7.828,"5,5","159,99"
Ed Braxton,Consumer,Arizona,04/02/2011 12:00:00 SA,4099,Critical,Technology,Small Box,LX 677,Telephones and Communication,West,602,06/02/2011 12:00:00 SA,Regular Air,86504,"0,05",1,39,"0,57",$784,$3.608,"8,99","110,99"
Julia Dunbar,Consumer,New Mexico,09/06/2009 12:00:00 SA,5538,Critical,Technology,Small Box,8290,Telephones and Communication,West,777,12/06/2009 12:00:00 SA,Regular Air,88044,"0,06",1,4,"0,6",($493),$431,"5,63","125,99"
Michelle Tran,Consumer,Idaho,05/06/2008 12:00:00 SA,20965,Critical,Technology,Small Box,T65,Telephones and Communication,West,2905,08/06/2008 12:00:00 SA,Regular Air,83465,"0,07",1,8,"0,56",($445),$1.264,"4,2","195,99"
Karen Daniels,Consumer,California,01/05/2010 12:00:00 SA,59554,Critical,Technology,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Computer Peripherals,West,8330,02/05/2010 12:00:00 SA,Regular Air,91188,"0,08",1,40,"0,79",($81),$719,4,"17,98"
Annie Thurman,Consumer,Idaho,01/03/2010 12:00:00 SA,24705,Critical,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,West,3469,03/03/2010 12:00:00 SA,Regular Air,83465,0,1,15,"0,5",$93,$466,"1,99","29,89"
Erin Ashbrook,Consumer,Utah,15/12/2009 12:00:00 SA,6918,Critical,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,West,957,17/12/2009 12:00:00 SA,Regular Air,84121,"0,01",1,38,"0,54",$516,$1.560,"1,99","39,48"
Cindy Chapman,Consumer,Arizona,15/01/2011 12:00:00 SA,2562,Critical,Technology,Small Pack,Fuji Slim Jewel Case CD-R,Computer Peripherals,West,369,18/01/2011 12:00:00 SA,Regular Air,85338,"0,02",1,28,"0,55",($32),$65,"1,99","2,12"
Kristina Nunn,Consumer,Arizona,09/03/2008 12:00:00 SA,49088,Critical,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,West,6885,10/03/2008 12:00:00 SA,Regular Air,86409,"0,03",1,16,"0,77",($48),$130,"2,83","8,12"
Gene Hale,Consumer,Arizona,25/01/2008 12:00:00 SA,45731,Critical,Technology,Small Pack,Accessory20,Telephones and Communication,West,6434,27/01/2008 12:00:00 SA,Regular Air,86413,"0,03",1,35,"0,37",$1.161,$2.506,"3,3","85,99"
Katherine Hughes,Consumer,Idaho,03/12/2010 12:00:00 SA,59680,Critical,Technology,Small Pack,"Sony IBM Color Diskettes, 25/Pack",Computer Peripherals,West,8347,04/12/2010 12:00:00 SA,Regular Air,83877,"0,05",1,15,"0,61",($38),$18,"2,96","0,99"
Erin Ashbrook,Consumer,Utah,02/08/2009 12:00:00 SA,23426,Critical,Technology,Small Pack,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,West,3277,04/08/2009 12:00:00 SA,Regular Air,84121,"0,07",1,45,"0,46",$353,$1.010,"1,99","22,98"
Katherine Hughes,Consumer,Idaho,29/01/2011 12:00:00 SA,51175,High,Technology,Large Box,Sony Playstation Deluxe,Copiers and Fax,West,7171,30/01/2011 12:00:00 SA,Regular Air,83877,"0,04",1,3,"0,41",($2.297),$2.137,"24,49","699,99"
Patrick Bzostek,Consumer,California,08/05/2009 12:00:00 SA,27047,High,Technology,Large Box,Microsoft Surface H3,Copiers and Fax,West,3795,09/05/2009 12:00:00 SA,Regular Air,94404,"0,06",1,25,"0,5",$3.129,$14.241,"24,49","599,99"
Craig Leslie,Consumer,Idaho,03/08/2010 12:00:00 SA,40065,High,Technology,Large Box,KitchenAid Wall Oven,Copiers and Fax,West,5661,04/08/2010 12:00:00 SA,Regular Air,83465,"0,06",1,49,"0,52",$6.225,$21.141,"24,49","449,99"
Brosina Hoffman,Consumer,Utah,22/03/2010 12:00:00 SA,19911,High,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,West,2755,22/03/2010 12:00:00 SA,Regular Air,84631,"0,07",1,39,"0,38",$2.472,$4.859,"13,99","150,98"
Sanjit Jacobs,Consumer,Idaho,16/11/2008 12:00:00 SA,898,High,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,West,140,18/11/2008 12:00:00 SA,Regular Air,83877,"0,03",1,40,"0,48",$45,$676,"6,5","15,98"
Alex Grayson,Consumer,Colorado,31/07/2010 12:00:00 SA,54053,High,Technology,Small Box,5125,Telephones and Communication,West,7555,01/08/2010 12:00:00 SA,Regular Air,80230,"0,03",1,34,"0,59",$1.185,$5.634,"8,08","200,99"
Erin Ashbrook,Consumer,Utah,20/05/2008 12:00:00 SA,13479,High,Technology,Small Box,i470,Telephones and Communication,West,1874,21/05/2008 12:00:00 SA,Regular Air,84121,"0,04",1,13,"0,56",($2),$2.207,"5,26","205,99"
Tony Chapman,Consumer,New Mexico,25/10/2009 12:00:00 SA,53127,High,Technology,Small Box,iDEN i95,Telephones and Communication,West,7447,27/10/2009 12:00:00 SA,Regular Air,87537,"0,05",1,49,"0,59",($138),$2.628,"19,99","65,99"
Erin Ashbrook,Consumer,Utah,20/05/2008 12:00:00 SA,13479,High,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,West,1875,22/05/2008 12:00:00 SA,Regular Air,84121,"0,09",1,3,"0,52",($323),$293,"19,99","99,99"
Irene Maddox,Consumer,Colorado,18/02/2010 12:00:00 SA,51969,High,Technology,Small Box,6120,Telephones and Communication,West,7284,21/02/2010 12:00:00 SA,Regular Air,81655,"0,1",1,33,"0,58",$165,$1.757,"8,8","65,99"
Scott Cohen,Consumer,Idaho,15/11/2010 12:00:00 SA,33029,High,Technology,Small Box,6160,Telephones and Communication,West,4640,16/11/2010 12:00:00 SA,Regular Air,83643,"0,1",1,8,"0,57",($286),$738,"2,5","115,99"
Kristina Nunn,Consumer,Arizona,27/03/2010 12:00:00 SA,13986,High,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,West,1953,30/03/2010 12:00:00 SA,Regular Air,86409,"0,01",1,46,"0,54",$676,$1.906,"1,99","39,48"
Ed Ludwig,Consumer,Utah,02/11/2010 12:00:00 SA,1701,High,Technology,Small Pack,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,West,247,04/11/2010 12:00:00 SA,Regular Air,84001,"0,01",1,49,"0,44",$903,$2.048,"1,99","40,98"
Rick Wilson,Consumer,New Mexico,22/11/2010 12:00:00 SA,39943,High,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,West,5646,23/11/2010 12:00:00 SA,Regular Air,88044,"0,02",1,16,"0,51",($24),$29,"1,99","1,7"
Thomas Brumley,Consumer,Utah,29/11/2008 12:00:00 SA,21671,High,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,West,3014,02/12/2008 12:00:00 SA,Regular Air,84337,"0,02",1,15,"0,55",$88,$671,"1,99","45,19"
Craig Yedwab,Consumer,Arizona,31/01/2009 12:00:00 SA,22820,High,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,West,3174,02/02/2009 12:00:00 SA,Regular Air,85354,"0,05",1,34,"0,75",($116),$209,"4,38","5,98"
Irene Maddox,Consumer,Colorado,21/12/2009 12:00:00 SA,27936,High,Technology,Small Pack,Accessory32,Telephones and Communication,West,3916,23/12/2009 12:00:00 SA,Regular Air,81655,"0,07",1,23,"0,35",$405,$1.028,"1,25","55,99"
Rick Wilson,Consumer,New Mexico,22/11/2010 12:00:00 SA,39943,High,Technology,Small Pack,Accessory39,Telephones and Communication,West,5647,24/11/2010 12:00:00 SA,Regular Air,88044,"0,09",1,12,"0,81",($123),$202,"3,3","20,99"
Tanja Norvell,Consumer,Utah,05/07/2009 12:00:00 SA,49987,High,Technology,Wrap Bag,Accessory21,Telephones and Communication,West,6998,07/07/2009 12:00:00 SA,Regular Air,84631,"0,03",1,14,"0,37",$52,$242,"0,99","20,99"
Rick Wilson,Consumer,New Mexico,29/06/2009 12:00:00 SA,18370,Low,Technology,Small Box,Accessory27,Telephones and Communication,West,2530,03/07/2009 12:00:00 SA,Regular Air,88044,0,1,41,"0,85",($158),$1.271,5,"35,99"
Frank Merwin,Consumer,Idaho,03/02/2008 12:00:00 SA,19175,Low,Technology,Small Box,3390,Telephones and Communication,West,2652,10/02/2008 12:00:00 SA,Regular Air,83877,"0,01",1,19,"0,57",$169,$1.133,"5,31","65,99"
Roger Demir,Consumer,Idaho,06/05/2008 12:00:00 SA,33189,Low,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,West,4661,13/05/2008 12:00:00 SA,Regular Air,83643,"0,02",1,3,"0,75",($97),$87,4,"27,48"
Jim Kriz,Consumer,California,03/01/2009 12:00:00 SA,32002,Low,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,West,4497,07/01/2009 12:00:00 SA,Regular Air,90835,"0,03",1,37,"0,79",($74),$1.196,"6,5","30,98"
Valerie Takahito,Consumer,Utah,19/10/2010 12:00:00 SA,39652,Low,Technology,Small Box,T28 WORLD,Telephones and Communication,West,5594,24/10/2010 12:00:00 SA,Regular Air,84001,"0,03",1,4,"0,6",($773),$666,"8,99","195,99"
Craig Leslie,Consumer,Idaho,14/03/2008 12:00:00 SA,9219,Low,Technology,Small Box,Microsoft Natural Multimedia Keyboard,Computer Peripherals,West,1266,19/03/2008 12:00:00 SA,Regular Air,83465,"0,04",1,24,"0,73",($13),$1.240,"6,5","50,98"
James Galang,Consumer,Idaho,22/09/2010 12:00:00 SA,25793,Low,Technology,Small Box,LX 788,Telephones and Communication,West,3606,24/09/2010 12:00:00 SA,Regular Air,83552,"0,04",1,27,"0,58",$520,$3.437,"8,99","155,99"
Cindy Chapman,Consumer,Arizona,11/05/2008 12:00:00 SA,10884,Low,Technology,Small Box,SC7868i,Telephones and Communication,West,1505,18/05/2008 12:00:00 SA,Regular Air,85338,"0,09",1,24,"0,55",$417,$2.526,"8,99","125,99"
Thomas Thornton,Consumer,California,20/11/2008 12:00:00 SA,51011,Low,Technology,Small Box,T39m,Telephones and Communication,West,7151,22/11/2008 12:00:00 SA,Regular Air,96121,"0,09",1,41,"0,55",$1.436,$5.145,"3,9","155,99"
Sanjit Jacobs,Consumer,Idaho,01/11/2008 12:00:00 SA,31907,Low,Technology,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,West,4483,06/11/2008 12:00:00 SA,Regular Air,83877,0,1,38,"0,61",($36),$332,"3,62","8,46"
Erin Ashbrook,Consumer,Utah,01/08/2010 12:00:00 SA,38052,Low,Technology,Small Pack,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,West,5357,01/08/2010 12:00:00 SA,Regular Air,84121,"0,03",1,13,"0,44",$118,$543,"1,99","40,98"
James Galang,Consumer,Idaho,11/03/2008 12:00:00 SA,3522,Low,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,West,511,13/03/2008 12:00:00 SA,Regular Air,83552,"0,05",1,27,"0,5",$236,$813,"1,99","29,89"
Karen Daniels,Consumer,California,13/02/2009 12:00:00 SA,34530,Low,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,West,4853,18/02/2009 12:00:00 SA,Regular Air,91188,"0,09",1,38,"0,45",$168,$612,"1,99","17,48"
Michelle Ellison,Consumer,Colorado,08/05/2010 12:00:00 SA,10342,Medium,Technology,Large Box,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,West,1432,09/05/2010 12:00:00 SA,Regular Air,81655,"0,1",1,38,"0,5",$2.925,$10.567,"11,64","299,99"
Maureen Gastineau,Consumer,California,05/12/2010 12:00:00 SA,967,Medium,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,West,157,07/12/2010 12:00:00 SA,Regular Air,93456,"0,03",1,6,"0,39",($43),$91,"7,51","13,99"
Georgia Rosenberg,Consumer,Idaho,25/07/2010 12:00:00 SA,28198,Medium,Technology,Small Box,2180,Telephones and Communication,West,3953,26/07/2010 12:00:00 SA,Regular Air,83201,0,1,50,"0,57",$2.446,$7.704,"8,99","175,99"
Julia Dunbar,Consumer,New Mexico,26/11/2010 12:00:00 SA,58658,Medium,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,West,8204,27/11/2010 12:00:00 SA,Regular Air,88044,"0,01",1,41,"0,78",($104),$917,"6,5","20,97"
Kristina Nunn,Consumer,Arizona,12/01/2011 12:00:00 SA,16161,Medium,Technology,Small Box,6162i,Telephones and Communication,West,2237,13/01/2011 12:00:00 SA,Regular Air,86409,"0,03",1,49,"0,55",$768,$2.693,"4,2","65,99"
Tony Chapman,Consumer,New Mexico,06/09/2010 12:00:00 SA,11301,Medium,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,West,1565,06/09/2010 12:00:00 SA,Regular Air,87537,"0,04",1,29,"0,7",$107,$1.195,4,"39,98"
Lisa DeCherney,Consumer,Idaho,31/07/2008 12:00:00 SA,14791,Medium,Technology,Small Box,TIMEPORT P8767,Telephones and Communication,West,2069,01/08/2008 12:00:00 SA,Regular Air,83201,"0,05",1,29,"0,57",$286,$1.576,"3,99","65,99"
Valerie Takahito,Consumer,Utah,28/12/2007 12:00:00 SA,34565,Medium,Technology,Small Box,i1000plus,Telephones and Communication,West,4857,29/12/2007 12:00:00 SA,Regular Air,84001,"0,08",1,47,"0,57",$1.317,$4.816,"4,2","125,99"
Bill Tyler,Consumer,Colorado,28/10/2008 12:00:00 SA,22338,Medium,Technology,Small Box,"IBM Numeric Access II Keypad, 17-Key, Black",Computer Peripherals,West,3109,29/10/2008 12:00:00 SA,Regular Air,80728,"0,09",1,24,"0,75",($213),$790,"9,02","35,77"
Alex Grayson,Consumer,Colorado,07/12/2007 12:00:00 SA,3397,Medium,Technology,Small Box,Belkin 105-Key Black Keyboard,Computer Peripherals,West,495,09/12/2007 12:00:00 SA,Regular Air,80230,"0,1",1,43,"0,68",($20),$816,4,"19,98"
Thomas Brumley,Consumer,Utah,11/10/2010 12:00:00 SA,30310,Medium,Technology,Small Box,StarTAC 6500,Telephones and Communication,West,4257,13/10/2010 12:00:00 SA,Regular Air,84337,"0,1",1,21,"0,59",$5,$2.024,"8,8","125,99"
Liz Price,Consumer,Arizona,10/05/2009 12:00:00 SA,37603,Medium,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,West,5281,12/05/2009 12:00:00 SA,Regular Air,85233,0,1,50,"0,55",$917,$2.440,"1,99","45,19"
Jonathan Howell,Consumer,Utah,27/01/2008 12:00:00 SA,18723,Medium,Technology,Small Pack,Accessory28,Telephones and Communication,West,2591,29/01/2008 12:00:00 SA,Regular Air,84014,0,1,1,"0,83",($233),$52,"2,5","55,99"
Irene Maddox,Consumer,Colorado,06/09/2010 12:00:00 SA,9826,Medium,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,West,1345,08/09/2010 12:00:00 SA,Regular Air,81655,"0,01",1,7,"0,45",($7),$132,"1,99","17,48"
Saphhira Shifley,Consumer,Washington,17/05/2009 12:00:00 SA,51426,Medium,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,West,7208,18/05/2009 12:00:00 SA,Regular Air,98625,"0,01",1,41,"0,52",$65,$357,"1,99","8,33"
Liz Price,Consumer,Arizona,10/05/2009 12:00:00 SA,37603,Medium,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,West,5282,12/05/2009 12:00:00 SA,Regular Air,85233,"0,03",1,23,"0,55",$210,$1.008,"1,99","45,19"
Cindy Chapman,Consumer,Arizona,01/01/2008 12:00:00 SA,11843,Medium,Technology,Small Pack,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Computer Peripherals,West,1639,03/01/2008 12:00:00 SA,Regular Air,85338,"0,05",1,9,"0,49",$68,$1.059,"1,99","115,79"
Julia Dunbar,Consumer,New Mexico,26/11/2010 12:00:00 SA,58658,Medium,Technology,Wrap Bag,Accessory21,Telephones and Communication,West,8206,28/11/2010 12:00:00 SA,Regular Air,88044,"0,1",1,46,"0,37",$349,$761,"0,99","20,99"
Roger Demir,Consumer,Idaho,26/02/2009 12:00:00 SA,21862,Not Specified,Technology,Large Box,Samsung Smoothtop Range,Office Machines,West,3049,28/02/2009 12:00:00 SA,Regular Air,83643,"0,06",1,4,"0,39",($11.797),$19.014,"24,49","6783,02"
Justin Hirsh,Consumer,Arizona,31/03/2008 12:00:00 SA,47108,Not Specified,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,West,6623,02/04/2008 12:00:00 SA,Regular Air,85233,"0,06",1,7,"0,4",($50),$132,"8,51","17,98"
Julia Dunbar,Consumer,New Mexico,24/03/2009 12:00:00 SA,52641,Not Specified,Technology,Small Box,300 Series Non-Flip,Telephones and Communication,West,7383,26/03/2009 12:00:00 SA,Regular Air,88044,"0,02",1,6,"0,6",($449),$834,"8,08","155,99"
Tony Chapman,Consumer,New Mexico,20/07/2009 12:00:00 SA,45059,Not Specified,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,West,6356,22/07/2009 12:00:00 SA,Regular Air,87537,"0,04",1,4,"0,74",($116),$130,"8,65","30,42"
Ralph Arnett,Consumer,Idaho,22/05/2010 12:00:00 SA,18400,Not Specified,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,West,2535,23/05/2010 12:00:00 SA,Regular Air,83201,"0,05",1,29,"0,6",$34,$598,4,"20,95"
Katherine Hughes,Consumer,Idaho,09/03/2009 12:00:00 SA,41351,Not Specified,Technology,Small Box,TimeportP7382,Telephones and Communication,West,5830,10/03/2009 12:00:00 SA,Regular Air,83877,"0,08",1,48,"0,56",$2.461,$8.273,"8,99","205,99"
Alex Grayson,Consumer,Colorado,13/12/2008 12:00:00 SA,11779,Not Specified,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,West,1628,14/12/2008 12:00:00 SA,Regular Air,80230,"0,09",1,43,"0,64",($172),$453,"6,5","10,97"
Stephanie Ulpright,Consumer,New Mexico,17/03/2011 12:00:00 SA,27300,Not Specified,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,West,3831,18/03/2011 12:00:00 SA,Regular Air,87199,"0,1",1,50,"0,79",($85),$3.333,4,"73,98"
Toby Knight,Consumer,Utah,26/08/2008 12:00:00 SA,15234,Not Specified,Technology,Small Box,StarTAC ST7868,Telephones and Communication,West,2132,27/08/2008 12:00:00 SA,Regular Air,84415,"0,1",1,21,"0,55",$268,$2.186,"8,99","125,99"
Valerie Takahito,Consumer,Utah,04/11/2010 12:00:00 SA,38817,Not Specified,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,West,5464,05/11/2010 12:00:00 SA,Regular Air,84001,"0,02",1,1,"0,64",($18),$10,"4,62","4,98"
Sanjit Jacobs,Consumer,Idaho,08/05/2009 12:00:00 SA,52128,Not Specified,Technology,Small Pack,"Sony IBM Color Diskettes, 25/Pack",Computer Peripherals,West,7309,09/05/2009 12:00:00 SA,Regular Air,83877,"0,03",1,11,"0,61",($28),$14,"2,96","0,99"
Rick Wilson,Consumer,New Mexico,10/12/2009 12:00:00 SA,8135,Not Specified,Technology,Small Pack,Accessory6,Telephones and Communication,West,1110,11/12/2009 12:00:00 SA,Regular Air,88044,"0,03",1,16,"0,8",($185),$772,5,"55,99"
Jonathan Howell,Consumer,Utah,17/07/2010 12:00:00 SA,41312,Not Specified,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,West,5821,18/07/2010 12:00:00 SA,Regular Air,84014,"0,05",1,21,"0,54",$140,$788,"1,99","39,48"
